259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
438,749,5,-180,0,-180
259,362,5,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
438,749,5,-180,0,-180
259,362,5,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
438,749,5,-180,0,-180
259,362,5,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
259,362,0,-180,0,-180
408,360,0,-180,0,-180
516,461,0,-180,0,-180
553,554,0,-180,0,-180
259,426,0,-180,0,-180
259,451,0,-180,0,-180
260,504,0,-180,0,-180
326,616,0,-180,0,-180
438,749,0,-180,0,-180
438,749,0,-180,0,-180
438,749,5,-180,0,-180
